amostra,classe_esperada,classe_predita,acerto,esperado_raw,saida_raw
113,18,18,sim,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0.0007, 0.0161, 0.0004, 0.0003, 0.1386, 0.0717, 0.0185, 0.0001, 0.0055, 0.0159, 0.0002, 0.0204, 0.0002, 0.0020, 0.0002, 0.0000, 0.0022, 0.0006, 0.8653, 0.0013, 0.0000, 0.0032, 0.0013, 0.0037, 0.0157, 0.0006]"
114,3,3,sim,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0000, 0.0166, 0.0706, 0.5023, 0.0004, 0.0001, 0.0034, 0.0003, 0.0003, 0.0000, 0.0013, 0.0033, 0.0013, 0.0010, 0.0819, 0.0025, 0.2353, 0.0014, 0.0005, 0.0077, 0.0031, 0.0001, 0.0007, 0.0000, 0.0000, 0.0122]"
115,8,8,sim,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0086, 0.0002, 0.0103, 0.0006, 0.0068, 0.0067, 0.0020, 0.0000, 0.7107, 0.2798, 0.0002, 0.0085, 0.0002, 0.0000, 0.0004, 0.0017, 0.0018, 0.0000, 0.0009, 0.0799, 0.0000, 0.0040, 0.0030, 0.0017, 0.0049, 0.2297]"
116,14,14,sim,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0000, 0.0250, 0.0092, 0.5143, 0.0000, 0.0000, 0.0143, 0.0003, 0.0152, 0.0011, 0.0000, 0.0003, 0.0127, 0.0012, 0.9307, 0.0043, 0.0039, 0.0002, 0.0017, 0.0003, 0.0091, 0.0000, 0.0168, 0.0000, 0.0000, 0.0273]"
117,12,12,sim,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0010, 0.0001, 0.0001, 0.0006, 0.0000, 0.0002, 0.0003, 0.1829, 0.0005, 0.0001, 0.0170, 0.0011, 0.7083, 0.0003, 0.0007, 0.0065, 0.0020, 0.0006, 0.0000, 0.0002, 0.0309, 0.0202, 0.0525, 0.0002, 0.0004, 0.0005]"
118,23,23,sim,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0.0068, 0.0005, 0.0000, 0.0004, 0.0012, 0.0009, 0.0000, 0.0002, 0.0001, 0.0001, 0.0770, 0.0105, 0.0005, 0.0152, 0.0000, 0.0002, 0.0005, 0.0237, 0.0031, 0.0015, 0.0000, 0.0017, 0.0005, 0.9839, 0.0509, 0.0145]"
119,3,3,sim,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0002, 0.0099, 0.0033, 0.8810, 0.0000, 0.0000, 0.0029, 0.0130, 0.0015, 0.0017, 0.0001, 0.0002, 0.0181, 0.0028, 0.4421, 0.0291, 0.0043, 0.0018, 0.0000, 0.0001, 0.1319, 0.0002, 0.0098, 0.0000, 0.0000, 0.0013]"
120,14,14,sim,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0000, 0.0055, 0.0015, 0.0643, 0.0000, 0.0000, 0.1056, 0.0010, 0.0088, 0.0009, 0.0000, 0.0004, 0.0054, 0.0019, 0.8896, 0.0013, 0.0137, 0.0001, 0.0011, 0.0002, 0.0104, 0.0000, 0.0513, 0.0000, 0.0000, 0.0105]"
121,19,19,sim,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0.0015, 0.0001, 0.0054, 0.0009, 0.0072, 0.0029, 0.0005, 0.0000, 0.2234, 0.0097, 0.0021, 0.0012, 0.0003, 0.0009, 0.0000, 0.0001, 0.0248, 0.0007, 0.0103, 0.8298, 0.0000, 0.0214, 0.0007, 0.0219, 0.0127, 0.0105]"
122,4,4,sim,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0006, 0.0155, 0.0043, 0.0087, 0.7109, 0.0352, 0.0015, 0.0248, 0.0000, 0.0002, 0.0306, 0.0833, 0.0000, 0.0001, 0.0000, 0.0008, 0.0006, 0.0057, 0.0016, 0.0025, 0.0004, 0.0122, 0.0000, 0.0002, 0.0008, 0.0093]"
123,5,5,sim,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0132, 0.0007, 0.0012, 0.0014, 0.0157, 0.8905, 0.0018, 0.0040, 0.0002, 0.0154, 0.0020, 0.0005, 0.0004, 0.0002, 0.0001, 0.1043, 0.0000, 0.0549, 0.0074, 0.0220, 0.0000, 0.0080, 0.0040, 0.0024, 0.0004, 0.0005]"
124,23,23,sim,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0.0053, 0.0001, 0.0000, 0.0004, 0.0004, 0.0095, 0.0000, 0.0060, 0.0001, 0.0046, 0.0036, 0.0342, 0.0010, 0.0036, 0.0000, 0.0029, 0.0002, 0.0080, 0.0019, 0.0005, 0.0003, 0.0189, 0.0016, 0.3194, 0.0202, 0.0009]"
125,16,16,sim,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0073, 0.0033, 0.0434, 0.0008, 0.0018, 0.0002, 0.2102, 0.0000, 0.0051, 0.0034, 0.0010, 0.0007, 0.0023, 0.0001, 0.0012, 0.0003, 0.9801, 0.0334, 0.0001, 0.0125, 0.0000, 0.0376, 0.0151, 0.0001, 0.0000, 0.0026]"
126,19,19,sim,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0.0005, 0.0003, 0.0567, 0.0009, 0.0982, 0.0844, 0.0013, 0.0000, 0.0470, 0.0028, 0.0007, 0.0592, 0.0000, 0.0001, 0.0000, 0.0006, 0.0023, 0.0001, 0.0171, 0.6813, 0.0000, 0.0100, 0.0000, 0.0011, 0.0520, 0.0287]"
127,9,9,sim,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0027, 0.1624, 0.0027, 0.0247, 0.0050, 0.0004, 0.0250, 0.0000, 0.0228, 0.9882, 0.0001, 0.0003, 0.0005, 0.0000, 0.0148, 0.0018, 0.0128, 0.0067, 0.0306, 0.0004, 0.0002, 0.0156, 0.0151, 0.0001, 0.0005, 0.0612]"
128,12,12,sim,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0000, 0.0001, 0.0001, 0.0001, 0.0002, 0.0027, 0.0002, 0.0185, 0.0003, 0.0001, 0.0035, 0.0015, 0.9523, 0.0106, 0.0011, 0.0018, 0.0461, 0.0005, 0.0003, 0.0021, 0.0294, 0.4001, 0.0036, 0.0004, 0.0150, 0.0000]"
129,4,4,sim,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0007, 0.2778, 0.1683, 0.0339, 0.7792, 0.0071, 0.0142, 0.0008, 0.0016, 0.0008, 0.0121, 0.0030, 0.0000, 0.0000, 0.0024, 0.0042, 0.0004, 0.0004, 0.0017, 0.0117, 0.0002, 0.0014, 0.0001, 0.0001, 0.0003, 0.4189]"
130,6,6,sim,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0010, 0.0040, 0.0037, 0.0025, 0.0004, 0.0004, 0.9813, 0.0034, 0.0089, 0.0024, 0.0004, 0.0020, 0.0006, 0.0059, 0.1430, 0.0000, 0.0288, 0.0009, 0.0103, 0.0003, 0.0327, 0.0002, 0.1141, 0.0000, 0.0000, 0.0006]"
131,23,23,sim,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0.0037, 0.0003, 0.0000, 0.0005, 0.0070, 0.0008, 0.0000, 0.0001, 0.0014, 0.0000, 0.0879, 0.0221, 0.0002, 0.0400, 0.0000, 0.0000, 0.0041, 0.0018, 0.0110, 0.0227, 0.0000, 0.0009, 0.0004, 0.9477, 0.0367, 0.0064]"
132,11,11,sim,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0162, 0.0040, 0.0720, 0.0243, 0.2173, 0.0081, 0.0050, 0.0017, 0.0007, 0.0003, 0.0107, 0.8807, 0.0000, 0.0000, 0.0000, 0.0005, 0.0016, 0.0013, 0.0007, 0.0011, 0.0004, 0.0018, 0.0014, 0.0005, 0.0000, 0.0393]"
133,8,8,sim,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0032, 0.0014, 0.0137, 0.0007, 0.0293, 0.0007, 0.0078, 0.0000, 0.8040, 0.0482, 0.0013, 0.0121, 0.0001, 0.0006, 0.0002, 0.0000, 0.0261, 0.0002, 0.0530, 0.1267, 0.0000, 0.0050, 0.0042, 0.0024, 0.0036, 0.0202]"
134,18,11,nao,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0.0002, 0.0122, 0.0083, 0.0142, 0.0010, 0.0000, 0.0007, 0.0001, 0.0208, 0.0002, 0.0247, 0.0956, 0.0003, 0.0041, 0.0006, 0.0000, 0.0175, 0.0013, 0.0605, 0.0009, 0.0102, 0.0049, 0.0002, 0.0028, 0.0043, 0.0044]"
