amostra,classe_esperada,classe_predita,acerto,esperado_raw,saida_raw
113,3,3,sim,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0001, 0.0002, 0.0069, 0.1496, 0.0000, 0.0000, 0.0185, 0.0004, 0.0000, 0.0000, 0.0028, 0.0003, 0.0005, 0.0400, 0.0166, 0.0001, 0.0610, 0.0026, 0.0009, 0.0045, 0.0193, 0.0000, 0.0003, 0.0000, 0.0000, 0.0001]"
114,15,12,nao,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0009, 0.0000, 0.0000, 0.0096, 0.0000, 0.0001, 0.0004, 0.0006, 0.0052, 0.0163, 0.0000, 0.0009, 0.0236, 0.0046, 0.0042, 0.0008, 0.0053, 0.0002, 0.0158, 0.0156, 0.0019, 0.0004, 0.0026, 0.0076, 0.0073, 0.0002]"
115,22,22,sim,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[0.0696, 0.0004, 0.0000, 0.0026, 0.0000, 0.0001, 0.0021, 0.0023, 0.0002, 0.0070, 0.0000, 0.0007, 0.0068, 0.0016, 0.0011, 0.0002, 0.0001, 0.0015, 0.0008, 0.0000, 0.0000, 0.0000, 0.8443, 0.0024, 0.0000, 0.0000]"
116,4,4,sim,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0297, 0.0343, 0.0014, 0.0001, 0.7667, 0.2225, 0.0001, 0.0011, 0.0003, 0.0013, 0.0070, 0.0080, 0.0001, 0.0000, 0.0000, 0.0011, 0.0000, 0.0002, 0.0004, 0.0011, 0.0000, 0.0031, 0.0002, 0.0047, 0.0007, 0.0855]"
117,15,15,sim,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0013, 0.0001, 0.0016, 0.2708, 0.0000, 0.0051, 0.0000, 0.0268, 0.0000, 0.0113, 0.0004, 0.0001, 0.0045, 0.0000, 0.0004, 0.8496, 0.0000, 0.0360, 0.0000, 0.0035, 0.0014, 0.0419, 0.0084, 0.0000, 0.0000, 0.0009]"
118,6,6,sim,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0215, 0.0001, 0.0022, 0.0079, 0.0001, 0.0018, 0.3917, 0.0004, 0.0006, 0.0600, 0.0003, 0.0032, 0.0000, 0.0003, 0.0019, 0.0000, 0.0020, 0.0010, 0.0058, 0.0003, 0.0048, 0.0016, 0.0352, 0.0000, 0.0000, 0.0000]"
119,16,16,sim,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0000, 0.0001, 0.0030, 0.0011, 0.0000, 0.0000, 0.0129, 0.0000, 0.0065, 0.0000, 0.0001, 0.0002, 0.0027, 0.0035, 0.2978, 0.0000, 0.8241, 0.0004, 0.0006, 0.0008, 0.0022, 0.0000, 0.0031, 0.0000, 0.0000, 0.0028]"
120,1,18,nao,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0052, 0.4540, 0.0001, 0.0004, 0.0069, 0.0002, 0.2016, 0.0001, 0.0026, 0.0011, 0.0033, 0.0050, 0.0000, 0.0028, 0.0002, 0.0000, 0.0010, 0.0005, 0.6659, 0.0000, 0.0001, 0.0000, 0.0206, 0.0003, 0.0000, 0.0006]"
121,12,12,sim,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0001, 0.0001, 0.0000, 0.0001, 0.0000, 0.0000, 0.0000, 0.0050, 0.0001, 0.0000, 0.0001, 0.0046, 0.9469, 0.0010, 0.0010, 0.0005, 0.0862, 0.0011, 0.0000, 0.0001, 0.0049, 0.0369, 0.0176, 0.0000, 0.0000, 0.0000]"
122,1,1,sim,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0050, 0.4630, 0.0002, 0.0018, 0.0019, 0.0050, 0.0017, 0.0011, 0.0000, 0.0504, 0.0001, 0.0000, 0.0013, 0.0000, 0.0022, 0.0460, 0.0001, 0.0029, 0.0018, 0.0002, 0.0000, 0.0004, 0.0106, 0.0005, 0.0000, 0.0071]"
123,24,24,sim,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0.0000, 0.0000, 0.0028, 0.0000, 0.0051, 0.0064, 0.0000, 0.0017, 0.0010, 0.0000, 0.0283, 0.0007, 0.0012, 0.0038, 0.0002, 0.0015, 0.0001, 0.0002, 0.0172, 0.0466, 0.0040, 0.0025, 0.0001, 0.0040, 0.7694, 0.0003]"
124,16,16,sim,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0006, 0.0000, 0.0005, 0.0101, 0.0000, 0.0000, 0.0012, 0.0002, 0.0000, 0.0000, 0.0012, 0.0013, 0.0142, 0.1011, 0.0003, 0.0000, 0.4650, 0.3600, 0.0000, 0.0009, 0.0011, 0.0041, 0.0317, 0.0001, 0.0000, 0.0000]"
125,3,3,sim,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0004, 0.0011, 0.0001, 0.5075, 0.0000, 0.0000, 0.0015, 0.0001, 0.0036, 0.0016, 0.0000, 0.0000, 0.0012, 0.0013, 0.0536, 0.0005, 0.0376, 0.0011, 0.0085, 0.0185, 0.0008, 0.0000, 0.0014, 0.0000, 0.0000, 0.0107]"
126,8,8,sim,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0005, 0.0001, 0.0004, 0.0001, 0.0001, 0.0008, 0.0007, 0.0000, 0.8629, 0.2242, 0.0000, 0.0130, 0.0001, 0.0002, 0.0064, 0.0000, 0.0006, 0.0000, 0.3640, 0.0162, 0.0000, 0.0001, 0.0140, 0.0004, 0.0039, 0.0006]"
127,20,20,sim,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0.0003, 0.1267, 0.0031, 0.0333, 0.0000, 0.0000, 0.0993, 0.0041, 0.0001, 0.0205, 0.0004, 0.0006, 0.0026, 0.0015, 0.5082, 0.0006, 0.0006, 0.0000, 0.0035, 0.0000, 0.7171, 0.0006, 0.0057, 0.0000, 0.0000, 0.0002]"
128,11,11,sim,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0001, 0.0010, 0.1622, 0.0000, 0.0794, 0.0031, 0.0002, 0.0000, 0.0106, 0.0035, 0.0007, 0.6929, 0.0001, 0.0000, 0.0002, 0.0009, 0.0018, 0.0000, 0.0007, 0.0005, 0.0013, 0.0623, 0.0005, 0.0003, 0.0831, 0.0482]"
129,10,19,nao,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0306, 0.0000, 0.0431, 0.0001, 0.0069, 0.0040, 0.0003, 0.0000, 0.0061, 0.0000, 0.0206, 0.0028, 0.0023, 0.0001, 0.0000, 0.0007, 0.0138, 0.0136, 0.0000, 0.0657, 0.0000, 0.0028, 0.0005, 0.0028, 0.0002, 0.0017]"
130,21,5,nao,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0.0006, 0.0001, 0.0002, 0.0001, 0.0346, 0.3355, 0.0001, 0.0002, 0.0011, 0.0000, 0.0005, 0.0024, 0.0001, 0.0002, 0.0000, 0.0019, 0.0004, 0.0099, 0.0058, 0.3307, 0.0000, 0.0042, 0.0000, 0.0013, 0.1366, 0.0002]"
131,6,6,sim,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.1997, 0.0199, 0.0002, 0.0155, 0.0001, 0.0027, 0.5668, 0.0001, 0.0009, 0.0704, 0.0000, 0.0001, 0.0004, 0.0005, 0.0026, 0.0011, 0.0001, 0.0015, 0.0674, 0.0025, 0.0000, 0.0000, 0.0128, 0.0000, 0.0000, 0.0002]"
132,22,22,sim,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[0.0064, 0.0008, 0.0000, 0.0000, 0.0000, 0.2573, 0.0019, 0.0415, 0.0001, 0.0690, 0.0002, 0.0007, 0.0003, 0.0013, 0.0000, 0.0001, 0.0000, 0.0000, 0.0005, 0.0002, 0.0004, 0.0002, 0.8907, 0.0040, 0.0000, 0.0000]"
133,8,8,sim,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0004, 0.0002, 0.0142, 0.0117, 0.0002, 0.0006, 0.0002, 0.0000, 0.4371, 0.0755, 0.0000, 0.0588, 0.0000, 0.0000, 0.0036, 0.0002, 0.0001, 0.0000, 0.0479, 0.0286, 0.0002, 0.0001, 0.0004, 0.0002, 0.0052, 0.0166]"
134,5,8,nao,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0023, 0.0001, 0.0162, 0.0001, 0.0025, 0.0304, 0.0007, 0.0000, 0.3755, 0.0043, 0.0001, 0.0351, 0.0001, 0.0000, 0.0024, 0.0002, 0.0007, 0.0000, 0.0111, 0.0261, 0.0000, 0.0002, 0.0007, 0.0007, 0.0079, 0.0028]"
